epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.19784000515937805,2.1571972370147705,0.15,0.27410000562667847,2.0072736740112305
1,0.2949199974536896,1.9721990823745728,0.15,0.3165000081062317,1.9262080192565918
2,0.3334200084209442,1.8858954906463623,0.15,0.35659998655319214,1.830295205116272
3,0.35624000430107117,1.8448654413223267,0.15,0.37630000710487366,1.799826979637146
4,0.3767800033092499,1.8328670263290405,0.15,0.39320001006126404,1.78267240524292
5,0.3890399932861328,1.813699722290039,0.15,0.399399995803833,1.8080365657806396
6,0.39983999729156494,1.802124261856079,0.15,0.40290001034736633,1.8011233806610107
7,0.41124001145362854,1.7988266944885254,0.15,0.40799999237060547,1.8226687908172607
8,0.420199990272522,1.7877357006072998,0.15,0.4205000102519989,1.8013765811920166
9,0.4300599992275238,1.7732075452804565,0.15,0.4300000071525574,1.8183979988098145
10,0.4352799952030182,1.7849501371383667,0.15,0.4417000114917755,1.7442959547042847
11,0.4442799985408783,1.770562767982483,0.15,0.4494999945163727,1.7505232095718384
12,0.4503200054168701,1.7588633298873901,0.15,0.4413999915122986,1.8575992584228516
13,0.45598000288009644,1.763655185699463,0.15,0.4641000032424927,1.7430697679519653
14,0.45945999026298523,1.760071873664856,0.15,0.459199994802475,1.7978943586349487
15,0.46435999870300293,1.7524762153625488,0.15,0.4683000147342682,1.7338074445724487
16,0.4717999994754791,1.7433464527130127,0.15,0.47519999742507935,1.7287547588348389
17,0.4743799865245819,1.7412956953048706,0.15,0.4805999994277954,1.7268548011779785
18,0.47909998893737793,1.735855221748352,0.15,0.45730000734329224,1.8814126253128052
19,0.4822799861431122,1.7353343963623047,0.15,0.4828999936580658,1.7159048318862915
