epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.19009999930858612,2.1885056495666504,0.15,0.2678000032901764,2.0165951251983643
1,0.28501999378204346,1.9721051454544067,0.15,0.31360000371932983,1.890859842300415
2,0.32534000277519226,1.8870658874511719,0.15,0.3544999957084656,1.851589560508728
3,0.35740000009536743,1.8399114608764648,0.15,0.37720000743865967,1.8038849830627441
4,0.37950000166893005,1.8085987567901611,0.15,0.37720000743865967,1.8391696214675903
5,0.392300009727478,1.7935078144073486,0.15,0.40869998931884766,1.761905550956726
6,0.4010399878025055,1.7965755462646484,0.15,0.41359999775886536,1.7474921941757202
7,0.41499999165534973,1.7740567922592163,0.15,0.42179998755455017,1.7681785821914673
8,0.421640008687973,1.7718133926391602,0.15,0.43799999356269836,1.7230263948440552
9,0.429639995098114,1.7674809694290161,0.15,0.4352000057697296,1.7768597602844238
10,0.4376400113105774,1.753334403038025,0.15,0.44339999556541443,1.7529085874557495
11,0.44196000695228577,1.7591040134429932,0.15,0.4560000002384186,1.7209839820861816
12,0.4502600133419037,1.7482300996780396,0.15,0.45980000495910645,1.731127142906189
13,0.4535199999809265,1.7546923160552979,0.15,0.45159998536109924,1.7678563594818115
14,0.45875999331474304,1.739670753479004,0.15,0.4657999873161316,1.7401020526885986
15,0.46215999126434326,1.7510290145874023,0.15,0.4745999872684479,1.7115638256072998
16,0.4674000144004822,1.7440600395202637,0.15,0.47189998626708984,1.7404916286468506
17,0.4723599851131439,1.7291913032531738,0.15,0.47110000252723694,1.7999199628829956
18,0.47628000378608704,1.734387993812561,0.15,0.4650999903678894,1.8379989862442017
19,0.4795199930667877,1.721611738204956,0.15,0.48590001463890076,1.7400002479553223
