epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.20239999890327454,2.1541850566864014,0.15,0.2775999903678894,2.015927314758301
1,0.284060001373291,1.9956283569335938,0.15,0.33000001311302185,1.8923790454864502
2,0.32600000500679016,1.9037331342697144,0.15,0.3287000060081482,1.9122403860092163
3,0.3503600060939789,1.856181263923645,0.15,0.3375000059604645,1.92049241065979
4,0.37689998745918274,1.8146345615386963,0.15,0.3921999931335449,1.7782827615737915
5,0.3921400010585785,1.791717290878296,0.15,0.3790000081062317,1.9078458547592163
6,0.40380001068115234,1.7878493070602417,0.15,0.41350001096725464,1.751582145690918
7,0.4172999858856201,1.7775044441223145,0.15,0.41679999232292175,1.7703033685684204
8,0.424560010433197,1.7670841217041016,0.15,0.43149998784065247,1.7480734586715698
9,0.43309998512268066,1.7577495574951172,0.15,0.43779999017715454,1.726042628288269
10,0.4398399889469147,1.7560924291610718,0.15,0.44519999623298645,1.7300794124603271
11,0.4488599896430969,1.7414273023605347,0.15,0.4438999891281128,1.7554656267166138
12,0.45372000336647034,1.7356852293014526,0.15,0.4528000056743622,1.7513209581375122
13,0.4599199891090393,1.7342228889465332,0.15,0.451200008392334,1.8033136129379272
14,0.4647600054740906,1.7475498914718628,0.15,0.46619999408721924,1.711115837097168
15,0.47157999873161316,1.7434349060058594,0.15,0.4675999879837036,1.7860428094863892
16,0.477539986371994,1.7424795627593994,0.15,0.4731000065803528,1.7599985599517822
17,0.4809400141239166,1.7365893125534058,0.15,0.4819999933242798,1.7110246419906616
18,0.4855400025844574,1.733258605003357,0.15,0.48660001158714294,1.721917986869812
19,0.4874800145626068,1.738674521446228,0.15,0.48240000009536743,1.76285982131958
