epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.10881999880075455,176.7134552001953,0.15,0.12110000103712082,405.5640563964844
1,0.10787999629974365,428.8487854003906,0.15,0.10639999806880951,102.48472595214844
2,0.0997999981045723,178.376953125,0.15,0.0957999974489212,130.92523193359375
3,0.10196000337600708,250.9308319091797,0.15,0.10409999638795853,254.39613342285156
4,0.09957999736070633,275.4985656738281,0.15,0.10140000283718109,119.0992660522461
5,0.10209999978542328,491.6900329589844,0.15,0.09960000216960907,420.6656494140625
6,0.10592000186443329,634.8860473632812,0.15,0.09560000151395798,820.0673217773438
7,0.09610000252723694,1020.6027221679688,0.15,0.11100000143051147,1064.2349853515625
8,0.1033800020813942,1130.6192626953125,0.15,0.09679999947547913,1292.714599609375
9,0.09799999743700027,935.8119506835938,0.105000004,0.0957999974489212,973.48681640625
10,0.09880000352859497,1381.3621826171875,0.105000004,0.0957999974489212,2393.346435546875
11,0.09882000088691711,1691.226318359375,0.105000004,0.10279999673366547,1453.4365234375
