epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.18425999581813812,2.183966875076294,0.15,0.24330000579357147,2.0557823181152344
1,0.2599399983882904,2.0509848594665527,0.15,0.29420000314712524,1.9629936218261719
2,0.31773999333381653,1.9316846132278442,0.15,0.33169999718666077,1.8909575939178467
3,0.34125998616218567,1.9343515634536743,0.15,0.350600004196167,1.9533381462097168
4,0.35308000445365906,1.9617929458618164,0.15,0.36660000681877136,1.9321842193603516
5,0.3610000014305115,1.9650360345840454,0.15,0.36820000410079956,1.9354921579360962
6,0.3687799870967865,2.048374891281128,0.15,0.3747999966144562,2.1439578533172607
7,0.36687999963760376,2.0849802494049072,0.15,0.366100013256073,2.011857032775879
8,0.36136001348495483,2.0818583965301514,0.15,0.3653999865055084,2.092003107070923
9,0.3633800148963928,2.0797057151794434,0.15,0.3749000132083893,1.9926557540893555
10,0.3712199926376343,2.010435104370117,0.105000004,0.37540000677108765,2.0771005153656006
11,0.3765999972820282,2.029393196105957,0.105000004,0.3797999918460846,2.0017521381378174
12,0.37918001413345337,2.0590367317199707,0.105000004,0.3799999952316284,2.033628225326538
