epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.19047999382019043,2.158846616744995,0.15,0.24570000171661377,2.0558791160583496
1,0.2848599851131439,1.982053279876709,0.15,0.31139999628067017,1.9693124294281006
2,0.3082199990749359,1.9633055925369263,0.15,0.29510000348091125,2.0127856731414795
3,0.3255400061607361,1.9840646982192993,0.15,0.3287000060081482,1.9645323753356934
4,0.34134000539779663,1.9739227294921875,0.15,0.34619998931884766,1.9793015718460083
5,0.3431999981403351,1.9877732992172241,0.15,0.3488999903202057,2.002455949783325
6,0.3402999937534332,2.0141444206237793,0.15,0.33239999413490295,2.022019863128662
7,0.33197999000549316,2.041220188140869,0.15,0.33410000801086426,2.0126259326934814
8,0.33559998869895935,2.0688552856445312,0.15,0.3407000005245209,2.0304181575775146
9,0.3409999907016754,2.1219584941864014,0.15,0.3449000120162964,2.143676280975342
10,0.34031999111175537,2.0983057022094727,0.15,0.33090001344680786,2.120084285736084
11,0.3479200005531311,2.0982859134674072,0.105000004,0.35989999771118164,2.0697364807128906
12,0.3508400022983551,2.060845136642456,0.105000004,0.3481999933719635,2.0718657970428467
13,0.35242000222206116,2.0922367572784424,0.105000004,0.3531999886035919,2.074836492538452
