epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.18140000104904175,2.1741111278533936,0.15,0.2605000138282776,2.017727851867676
1,0.26298001408576965,2.030637741088867,0.15,0.28450000286102295,1.9757658243179321
2,0.30263999104499817,1.937634825706482,0.15,0.3481999933719635,1.8577324151992798
3,0.33489999175071716,1.873413324356079,0.15,0.349700003862381,1.8710449934005737
4,0.36118000745773315,1.8370436429977417,0.15,0.3774999976158142,1.8187943696975708
5,0.3775799870491028,1.8257603645324707,0.15,0.392300009727478,1.7954230308532715
6,0.38756000995635986,1.8104140758514404,0.15,0.4050000011920929,1.7869387865066528
7,0.4033600091934204,1.7944631576538086,0.15,0.4050000011920929,1.8231751918792725
8,0.4135400056838989,1.7810537815093994,0.15,0.42809998989105225,1.7611311674118042
9,0.4221000075340271,1.7850717306137085,0.15,0.43220001459121704,1.7607421875
10,0.4319399893283844,1.768232822418213,0.15,0.439300000667572,1.7728831768035889
11,0.4368000030517578,1.769079327583313,0.15,0.45100000500679016,1.7429472208023071
12,0.4444800019264221,1.764236330986023,0.15,0.45320001244544983,1.7291938066482544
13,0.4500199854373932,1.7575753927230835,0.15,0.45579999685287476,1.7494348287582397
14,0.4565599858760834,1.7535284757614136,0.15,0.45350000262260437,1.7980773448944092
15,0.4609200060367584,1.7516010999679565,0.15,0.4684999883174896,1.7254377603530884
16,0.4655799865722656,1.7460625171661377,0.15,0.4544999897480011,1.7968847751617432
17,0.46757999062538147,1.7508069276809692,0.15,0.4562999904155731,1.8249504566192627
18,0.4740999937057495,1.7319011688232422,0.15,0.4814999997615814,1.6999174356460571
19,0.4792400002479553,1.7328630685806274,0.15,0.4772999882698059,1.746030569076538
